AuthorID,Author,Date,Content,Attachments,Reactions
"261302296103747584","Avrae#6944","2025-04-13T07:37:59.1300000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T07:38:44.5620000-07:00","","","🎉 (1)"
"697804343050764289","justjohn4242","2025-04-13T07:41:27.8610000-07:00","*Darias blasts the cloud form twice and floats up near it to make sure it doesn't want to move anywhere or attack anyone else. He's looks it in the... he tries to look it in the eye*","",""
"261302296103747584","Avrae#6944","2025-04-13T07:41:40.1430000-07:00","**Initiative 17 (round 5)**: Quinn (@Quinn | Pumpkin)
```md
Quinn <44/67 HP> (AC 16)```","",""
"353773001822437378","foxbitten","2025-04-13T08:34:40.4790000-07:00","*Cala manages to dip out of the way of the errant claw coming his direction as a few of his wounds seal up*
""Hup! You galling green-gilled guppy, keep your crusty claws away from me!""","",""
"261302296103747584","Avrae#6944","2025-04-13T09:24:54.5620000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T09:25:03.7660000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T09:30:08.8590000-07:00","**Initiative 16 (round 5)**: Shadow (@Ra’vek | Eiger)
```md
Ra'vek <35/83 HP> (AC 17) 
> Resistances: poison
* Shadow Blade [8 rounds]  <C>
* Blade of Shadow [8 rounds] (Attack: Shadow Blade; Parent: Shadow Blade) 
 - When you use the sword to attack a target that is in dim light or darkness, you make the attack roll with advantage
 - You can use a bonus action to cause the sword to reappear in your hand
Klymok <19/21 HP> (AC 13) 
> Resistances: cold
> Immunities: fire, poison```","",""
"261302296103747584","Avrae#6944","2025-04-13T09:43:20.2840000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T10:27:55.5810000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T10:50:40.3240000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T10:58:38.9690000-07:00","@Ra’vek | Eiger  :game_die:
**Ra'vek sees the creature take damage and yells ""Suffer!""**: 1d12 (5)
**Total**: 5","",""
"261302296103747584","Avrae#6944","2025-04-13T11:00:02.5340000-07:00","AE2: <Dead>","","🎉 (2)"
"261302296103747584","Avrae#6944","2025-04-13T11:01:56.7310000-07:00","**Initiative 13 (round 5)**: Aillig McCaird (@Aillig McCaird | Sinforge)
```md
Aillig McCaird <53/67 HP> (AC 22) 
* Experimental Elixir (Flight) [9.6 minutes]  
 - You gain a flying speed of 10 feet```","",""
"705249468928360609","eiger415","2025-04-13T11:07:07.9670000-07:00","*Ra runs up with his shadow blade, cursing the shadowy creature in the sky. He then tosses the blade high into the sky successfully, striking the creature with a cursed attack that blooms with Ra’s pact magic. The creature shrieks in its final seconds before dissipating into nothing.*","",""
"261302296103747584","Avrae#6944","2025-04-13T11:58:43.7740000-07:00","","",""
"336938667971051531","sinforge.","2025-04-13T12:01:15.3260000-07:00","*Aillig tries casting a spray of sticky acid at two of the flying creatures, but both are able to duck out of the way.*","",""
"261302296103747584","Avrae#6944","2025-04-13T12:01:21.9950000-07:00","**Initiative 12 (round 5)**: Bombers (@Ra’vek | Eiger)
```md
FV1 <Injured> 
* special (Resistance: fire)
AE1 <Healthy>
AE2 <Dead> 
* Evil Eye Marked [9 rounds]```","",""
"261302296103747584","Avrae#6944","2025-04-13T13:13:54.8510000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T13:13:59.5770000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T15:33:28.6090000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T15:33:33.3730000-07:00","","","NekoAngry (1)"
"261302296103747584","Avrae#6944","2025-04-13T15:35:24.7210000-07:00","**Initiative 9 (round 5)**: Calabaza De Peligro (@Cala | Foxbite)
```md
Calabaza De Peligro <47/59 HP> (AC 16)```
AE2 automatically removed from combat.","",""
"261302296103747584","Avrae#6944","2025-04-13T15:40:25.7070000-07:00","","","🎉 (1)"
"353773001822437378","foxbitten","2025-04-13T15:42:45.9700000-07:00","*The Ratkin lines up a shot with IM1's face, ready to swipe at it with his dagger next but is disappointed to get a point-blank shot off that fells the little ice gremlin*
""And here's one for...oh...you're dead. Drat. Oh well...HUP!""
*He tosses a healing word at Aillig as the force of the slam they received is audible*","",""
"261302296103747584","Avrae#6944","2025-04-13T15:43:01.3590000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T15:43:10.7930000-07:00","**Initiative 21 (round 6)**: Flyers (@Ra’vek | Eiger)
```md
IM1 <Dead>```","",""
"353773001822437378","foxbitten","2025-04-13T15:44:19.4640000-07:00","*That healing word sent Aillig's way is ""fruit tart."" Calabaza does not realize it is actually two words and sings it out in the most cherry of voice tones*","","😆 (1)"
"261302296103747584","Avrae#6944","2025-04-13T15:45:29.8920000-07:00","**Initiative 20 (round 6)**: Darias (@Darias |JustJohn)
```md
Darias <60/67 HP> (AC 19) 
* Blade Ward [6 rounds]  <C>
* Blade Warded [6 rounds] (Special: Blade Ward; Parent: Blade Ward) 
 - Subtract 1d4 from incoming attack rolls```
IM1 automatically removed from combat.","",""
"261302296103747584","Avrae#6944","2025-04-13T15:51:09.9320000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T16:09:00.7230000-07:00","@Ra’vek | Eiger  :game_die:
**disadvantage**: 1d20 (12)
**Total**: 12","",""
"261302296103747584","Avrae#6944","2025-04-13T16:17:14.8230000-07:00","Aillig McCaird: <60/67 HP> (+23)","",""
"697804343050764289","justjohn4242","2025-04-13T16:20:01.4320000-07:00","*Darias sees that Aillig is surrounded, and handling himself really well. But still surrounded.*

""Cinder! Let's get him out of there!""","",""
"261302296103747584","Avrae#6944","2025-04-13T16:21:08.0630000-07:00","✅ Darias added to group FireGang.","",""
"261302296103747584","Avrae#6944","2025-04-13T16:21:08.8270000-07:00","Selection timed out or was cancelled.","",""
"697804343050764289","justjohn4242","2025-04-13T16:21:21.2270000-07:00","!summon wildfire -name Cinder","",""
"261302296103747584","Avrae#6944","2025-04-13T16:22:49.8700000-07:00","Cinder was added to combat with initiative 20 as part of group FireGang.","",""
"261302296103747584","Avrae#6944","2025-04-13T16:22:51.3320000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T16:24:12.0620000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-13T16:25:25.2910000-07:00","!a","",""
"261302296103747584","Avrae#6944","2025-04-13T16:25:25.6420000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-13T16:28:35.2370000-07:00","!a","",""
"261302296103747584","Avrae#6944","2025-04-13T16:28:35.6720000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T16:29:26.4550000-07:00","@Darias |JustJohn  :game_die:
**Result**: 1d6 (**6**) + 3
**Total**: 9","",""
"697804343050764289","justjohn4242","2025-04-13T16:30:43.1910000-07:00","((both FV1 and AE1 need to make Dex DC 13 Saves or take 9[fire] damage @Ra’vek | Eiger ))","",""
"697804343050764289","justjohn4242","2025-04-13T16:32:50.6820000-07:00","*Cinder appears in a flash of fire, like a match being lit. The two flying creatures both dodge the initial flames.

Cinder moves down towards Aillig is with another flash of fire teleport them both 15' northwest. 

Darias flies down*","",""
"261302296103747584","Avrae#6944","2025-04-13T16:32:53.2580000-07:00","**Initiative 17 (round 6)**: Quinn (@Quinn | Pumpkin)
```md
Quinn <44/67 HP> (AC 16)```","",""
"261302296103747584","Avrae#6944","2025-04-13T16:55:31.3860000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T16:55:49.4850000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T16:56:10.4120000-07:00","**Initiative 16 (round 6)**: Shadow (@Ra’vek | Eiger)
```md
Ra'vek <35/83 HP> (AC 17) 
> Resistances: poison
* Shadow Blade [7 rounds]  <C>
* Blade of Shadow [7 rounds] (Attack: Shadow Blade; Parent: Shadow Blade) 
 - When you use the sword to attack a target that is in dim light or darkness, you make the attack roll with advantage
 - You can use a bonus action to cause the sword to reappear in your hand
Klymok <19/21 HP> (AC 13) 
> Resistances: cold
> Immunities: fire, poison```","",""
"297867642083999744","pumpkincup","2025-04-13T16:57:06.9690000-07:00","*Feeling a little close for comfort, Quinn takes note of the battlefield and runs backwadd before she takes her shots at two precarious enemies, finding her marks. She sighs with relief that she's finally getting a grip, literally and metaphorically.*","",""
"261302296103747584","Avrae#6944","2025-04-13T17:10:48.9630000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T17:11:35.8370000-07:00","","",""
"705249468928360609","eiger415","2025-04-13T17:13:12.5090000-07:00","> *AE1 fails to jump out of the way of the fire.*","",""
"261302296103747584","Avrae#6944","2025-04-13T18:10:12.4940000-07:00","AE1: <Healthy>","",""
"261302296103747584","Avrae#6944","2025-04-13T18:52:00.6050000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T18:52:57.3040000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T18:56:19.9180000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T18:57:54.1090000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T18:58:35.1380000-07:00","","","💩 (1)"
"261302296103747584","Avrae#6944","2025-04-13T18:58:51.4750000-07:00","**Initiative 13 (round 6)**: Aillig McCaird (@Aillig McCaird | Sinforge)
```md
Aillig McCaird <60/67 HP> (AC 22) 
* Experimental Elixir (Flight) [9.5 minutes]  
 - You gain a flying speed of 10 feet
* Tasha's Caustic Brew [9 rounds]  <C>```","",""
"705249468928360609","eiger415","2025-04-13T19:08:35.0090000-07:00","*Ra runs toward the lady in blue cursing her misty form. Klymok flies in to help his friend and the first strike lands. Ra twists around to take a second stab, but his prior injury flares and causes him to miss.*","",""
"261302296103747584","Avrae#6944","2025-04-13T19:41:58.2770000-07:00","","",""
"336938667971051531","sinforge.","2025-04-13T19:44:37.6860000-07:00","*Aillig pulls out a sigil and after snapping it open slides it forward and then snaps it up. A hunk of frozen log a dozen feet away flys up and slams into the female monster.*","",""
"261302296103747584","Avrae#6944","2025-04-13T19:44:53.0610000-07:00","**Initiative 12 (round 6)**: Bombers (@Ra’vek | Eiger)
```md
FV1 <Injured> 
* special (Resistance: fire)
* Evil Eye Marked [9 rounds]
AE1 <Healthy>```","",""
"261302296103747584","Avrae#6944","2025-04-13T20:31:49.0110000-07:00","@Ra’vek | Eiger  :game_die:
**Booming Blade**: 2d8 (7, **1**)
**Total**: 8","",""
"261302296103747584","Avrae#6944","2025-04-13T20:32:05.3870000-07:00","FV1: <Injured>","",""
"261302296103747584","Avrae#6944","2025-04-13T20:34:51.3620000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T20:34:52.8510000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T20:34:54.1850000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T20:34:56.3290000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T20:35:45.7840000-07:00","@Ra’vek | Eiger  :game_die:
**Gale**: 6d8 (7, 4, 5, 3, 4, 5) / 2
**Total**: 14","",""
"261302296103747584","Avrae#6944","2025-04-13T20:36:36.4870000-07:00","Ra'vek: <21/83 HP> (-14)","",""
"261302296103747584","Avrae#6944","2025-04-13T20:36:44.8990000-07:00","Darias: <46/67 HP> (-14)","",""
"261302296103747584","Avrae#6944","2025-04-13T20:36:52.2960000-07:00","Cinder: <11/25 HP> (-14)","",""
"261302296103747584","Avrae#6944","2025-04-13T20:36:59.7640000-07:00","Aillig McCaird: <46/67 HP> (-14)","",""
"261302296103747584","Avrae#6944","2025-04-13T20:41:34.5650000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-13T20:42:41.6150000-07:00","@Ra’vek | Eiger  :game_die:
**Thunder**: 4d10 (**10**, 7, 7, **1**) + 2
**Total**: 27","",""
"261302296103747584","Avrae#6944","2025-04-13T20:43:05.2560000-07:00","Quinn: <17/67 HP> (-27)","",""
"261302296103747584","Avrae#6944","2025-04-13T20:43:37.2080000-07:00","@Ra’vek | Eiger  :game_die:
**Falling**: 2d6 (4, 3)
**Total**: 7","",""
"261302296103747584","Avrae#6944","2025-04-13T20:43:47.3420000-07:00","Quinn: <10/67 HP> (-7)","",""
"261302296103747584","Avrae#6944","2025-04-13T20:46:20.2470000-07:00","**Initiative 9 (round 6)**: Calabaza De Peligro (@Cala | Foxbite)
```md
Calabaza De Peligro <47/59 HP> (AC 16)```","",""
"705249468928360609","eiger415","2025-04-13T20:48:14.5930000-07:00","> *The blue gal (FV1) shifts in the wind to a new position, triggering booming energy around her.  She then unleashes a howling gale of supernatural wind, hitting four members of the party.*","",""
"705249468928360609","eiger415","2025-04-13T20:51:54.4820000-07:00","> *The dark shadowy cloud figure (AE1) ebbs and flows across the snow, sneaking behind Quinn.  It transforms into a powerful whirlwind that flings Quinn into the air and down into the sinkhole with a thunderous blow.  She lays on the bottom of the hole badly bruised.*","",""
"261302296103747584","Avrae#6944","2025-04-14T06:25:03.1500000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T06:25:23.1140000-07:00","","",""
"353773001822437378","foxbitten","2025-04-14T06:28:01.1980000-07:00","*Cala plinks a crossbow bolt at the blue lady, hoping to get her attention off the others. He follows up with a wild toss of a dagger that misses*
""Yoohoo! I feel like you and I have hardly gotten to know one another, Dearie! What say you slither over here and introduce yourself properly?""","",""
"261302296103747584","Avrae#6944","2025-04-14T06:28:07.3170000-07:00","**Initiative 20 (round 7)**: FireGang (@Darias |JustJohn)
```md
Darias <46/67 HP> (AC 19) 
* Blade Ward [5 rounds]  <C>
* Blade Warded [5 rounds] (Special: Blade Ward; Parent: Blade Ward) 
 - Subtract 1d4 from incoming attack rolls
* Wildfire Spirit [59.9 minutes]
Cinder <11/25 HP> (AC 13) 
> Immunities: fire
# Summoned by Darias
* Summon Wildfire Spirit (Attack: Flame Seed; Action: Fiery Teleportation)```","",""
"261302296103747584","Avrae#6944","2025-04-14T06:32:06.0890000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-14T06:32:29.5840000-07:00","!a","",""
"261302296103747584","Avrae#6944","2025-04-14T06:32:30.0530000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T06:39:22.7970000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-14T06:40:26.5320000-07:00","*Darias tries to incapacitate both of the creatures... and they both wisely ignore him!

Cinder throws some fire at the blue woman and hits her. Then tries to move out of the danger zone*","",""
"261302296103747584","Avrae#6944","2025-04-14T06:40:31.7420000-07:00","**Initiative 17 (round 7)**: Quinn (@Quinn | Pumpkin)
```md
Quinn <10/67 HP> (AC 16)```","",""
"261302296103747584","Avrae#6944","2025-04-14T08:41:08.0420000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T08:41:50.9470000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T08:43:41.4550000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T08:43:46.6770000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T08:43:52.9620000-07:00","**Initiative 16 (round 7)**: Shadow (@Ra’vek | Eiger)
```md
Ra'vek <21/83 HP> (AC 17) 
> Resistances: poison
* Shadow Blade [6 rounds]  <C>
* Blade of Shadow [6 rounds] (Attack: Shadow Blade; Parent: Shadow Blade) 
 - When you use the sword to attack a target that is in dim light or darkness, you make the attack roll with advantage
 - You can use a bonus action to cause the sword to reappear in your hand
Klymok <19/21 HP> (AC 13) 
> Resistances: cold
> Immunities: fire, poison```","",""
"297867642083999744","pumpkincup","2025-04-14T08:45:24.2400000-07:00","*Quinn wheezes as she lays on the ground in the bottom of the hole she tried her best to not fall into. Coughing up some blood, she pulls up her magic  to seal some of her wounds shut before she uses her instincts to climb as quickly as possible out of the hole, fumbling with her bow as she aims at the creature furthest from her, not wanting it rushing forward to do anything else.*","",""
"261302296103747584","Avrae#6944","2025-04-14T09:43:33.4190000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T09:44:22.9550000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T09:47:32.5520000-07:00","@Ra’vek | Eiger  :game_die:
**Ra'vek sees the creature take damage and yells ""Suffer!""**: 1d12 (**1**)
**Total**: 1","","💩 (2),🫂 (1)"
"261302296103747584","Avrae#6944","2025-04-14T09:47:55.3180000-07:00","FV1: <Bloodied>","",""
"261302296103747584","Avrae#6944","2025-04-14T09:48:09.2130000-07:00","**Initiative 13 (round 7)**: Aillig McCaird (@Aillig McCaird | Sinforge)
```md
Aillig McCaird <46/67 HP> (AC 22) 
* Experimental Elixir (Flight) [9.4 minutes]  
 - You gain a flying speed of 10 feet
* Tasha's Caustic Brew [8 rounds]  <C>```","",""
"705249468928360609","eiger415","2025-04-14T09:51:34.3670000-07:00","*Ra steadies his aim and lands a booming blow to the blue lady, who gives him a menacing shrill.  The curse doesn’t seem to be having full effect, Ra is a bit shaken, and he swings wide preparing for the worst.*","",""
"261302296103747584","Avrae#6944","2025-04-14T09:54:29.8520000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T10:07:25.7690000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T10:08:19.4530000-07:00","","","🙏 (1)"
"336938667971051531","sinforge.","2025-04-14T10:09:31.8110000-07:00","*Aillig tries the poison spray again, but the winds blow the mist off course. Frowning he sends a healing sigil winging to Ra.*","",""
"261302296103747584","Avrae#6944","2025-04-14T10:09:39.0090000-07:00","**Initiative 12 (round 7)**: Bombers (@Ra’vek | Eiger)
```md
FV1 <Bloodied> 
* special (Resistance: fire)
* Evil Eye Marked [8 rounds]
AE1 <Injured>```","",""
"261302296103747584","Avrae#6944","2025-04-14T10:29:10.5770000-07:00","@Ra’vek | Eiger  :game_die:
**Booming**: 2d8 (6, 7)
**Total**: 13","",""
"261302296103747584","Avrae#6944","2025-04-14T10:29:37.5470000-07:00","FV1: <Bloodied>","",""
"261302296103747584","Avrae#6944","2025-04-14T10:30:58.9680000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T10:31:08.5270000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T10:34:56.3970000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T10:34:58.7250000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T10:35:17.0120000-07:00","**Initiative 9 (round 7)**: Calabaza De Peligro (@Cala | Foxbite)
```md
Calabaza De Peligro <21/59 HP> (AC 16)```","",""
"705249468928360609","eiger415","2025-04-14T10:36:39.1300000-07:00","> *The lady in blue (FV1) has had enough of this booming energy man (Ra) and decides to pick on someone else.  She gets damaged as she tries to escape the energy around her.*
> 
> *She finds Cala and after two swipes lands a nasty class across his chest.*","",""
"705249468928360609","eiger415","2025-04-14T10:37:28.4870000-07:00","> *The dark airy shadow creature (AE1) flies forward and slams into Darias chest, knocking the wind out of him for a moment.*","",""
"261302296103747584","Avrae#6944","2025-04-14T10:39:25.6960000-07:00","","","🎉 (1)"
"353773001822437378","foxbitten","2025-04-14T10:41:52.9690000-07:00","*Cala sees her coming to take him up on his invitation and whoops, doing a quick twist in the air to mitigate some of her terrible wrath*
""Yeeps! Easy there Missy, at least buy a rat a drink first before laying hands on him!""","",""
"261302296103747584","Avrae#6944","2025-04-14T10:42:59.0470000-07:00","","",""
"353773001822437378","foxbitten","2025-04-14T10:44:07.4810000-07:00","*He plinks another small crossbow bolt off at her after steadying his shot and realizes this creature seems to be resisting his fiery charms AND fiery bolts*
""Ah hells...tough crowd.""","",""
"261302296103747584","Avrae#6944","2025-04-14T10:44:19.5920000-07:00","**Initiative 20 (round 8)**: FireGang (@Darias |JustJohn)
```md
Darias <35/67 HP> (AC 19) 
* Wildfire Spirit [59.8 minutes]
* Tasha's Hideous Laughter [9 rounds]  <C>
Cinder <11/25 HP> (AC 13) 
> Immunities: fire
# Summoned by Darias
* Summon Wildfire Spirit (Attack: Flame Seed; Action: Fiery Teleportation)```","",""
"261302296103747584","Avrae#6944","2025-04-14T10:44:46.6400000-07:00","","",""
"353773001822437378","foxbitten","2025-04-14T10:45:02.6690000-07:00","*He flicks out his final dagger as an afterthought, keeping it in hand since he and FV1 are so cuddly at the moment*","",""
"261302296103747584","Avrae#6944","2025-04-14T12:17:28.0320000-07:00","","","😵 (1)"
"261302296103747584","Avrae#6944","2025-04-14T12:18:10.3080000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T12:18:24.0720000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T12:18:44.2400000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-14T12:20:59.5800000-07:00","*Darias sending some healing words over to Quinn, but apparently ""be-weller"" isn't well formed and the amount she recovers is only some.

Darias then tries to blast the blue lady, and he sorta hits her a little but not much. He rolls his eyes at his own luck and turns around to face of with the cloudy creature that is swiping at him*","",""
"261302296103747584","Avrae#6944","2025-04-14T12:21:01.4630000-07:00","**Initiative 17 (round 8)**: Quinn (@Quinn | Pumpkin)
```md
Quinn <34/67 HP> (AC 16)```","",""
"261302296103747584","Avrae#6944","2025-04-14T12:25:15.2280000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-14T12:27:06.7340000-07:00","*Darias did push the blue lady back 10' with his one hit. That's either good or bad, but Cala can decide to move freely*","",""
"261302296103747584","Avrae#6944","2025-04-14T12:39:33.3760000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T12:41:15.9710000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T12:41:23.6330000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T12:41:32.9890000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T12:43:08.7590000-07:00","**Initiative 16 (round 8)**: Shadow (@Ra’vek | Eiger)
```md
Ra'vek <37/83 HP> (AC 17) 
> Resistances: poison
* Shadow Blade [5 rounds]  <C>
* Blade of Shadow [5 rounds] (Attack: Shadow Blade; Parent: Shadow Blade) 
 - When you use the sword to attack a target that is in dim light or darkness, you make the attack roll with advantage
 - You can use a bonus action to cause the sword to reappear in your hand
Klymok <19/21 HP> (AC 13) 
> Resistances: cold
> Immunities: fire, poison```","",""
"297867642083999744","pumpkincup","2025-04-14T12:45:32.5040000-07:00","*Quinn shouts her thanks for Darias as she hears him call out words and more of her wounds pull shut. Though she's close to the hole, she's exhausted from the fall, and focuses on the enemy more than her proximity to danger. She shoots two quick arrows, one taking advantage with a slightly bigger bite as it flicks its eyes on Darias only momentarily.*","",""
"705249468928360609","eiger415","2025-04-14T12:49:23.9470000-07:00","> *The shadowy creature (AE1) is struggling to maintain it's form - clearly injured (""bloody"").*","",""
"705249468928360609","eiger415","2025-04-14T12:49:51.7400000-07:00","*Ra calls to Shadow Blade and it reappears in his hand (BA)*","",""
"261302296103747584","Avrae#6944","2025-04-14T12:49:58.0860000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T12:50:42.2670000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T12:51:07.0310000-07:00","**Initiative 13 (round 8)**: Aillig McCaird (@Aillig McCaird | Sinforge)
```md
Aillig McCaird <46/67 HP> (AC 22) 
* Experimental Elixir (Flight) [9.3 minutes]  
 - You gain a flying speed of 10 feet
* Tasha's Caustic Brew [7 rounds]  <C>```","",""
"705249468928360609","eiger415","2025-04-14T12:52:45.2910000-07:00","*Ra then runs toward the blue lady (FV1) and tosses the Blade at her, striking another critical blow.  She howls in pain... just barely holding on.  She turns frantically around for where to escape!*","",""
"261302296103747584","Avrae#6944","2025-04-14T12:58:29.0960000-07:00","","","🎉 (2),🥳 (1)"
"336938667971051531","sinforge.","2025-04-14T13:00:26.5720000-07:00","*Aillig again uses the shovel-flip sigil, sending a icy rock flying up to strike the woman a finishing blow*","",""
"261302296103747584","Avrae#6944","2025-04-14T13:29:18.1360000-07:00","**Initiative 12 (round 8)**: Bombers (@Ra’vek | Eiger)
```md
FV1 <Dead> 
* special (Resistance: fire)
* Evil Eye Marked [7 rounds]
AE1 <Injured>```","",""
"261302296103747584","Avrae#6944","2025-04-14T13:39:27.2860000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T13:39:43.4760000-07:00","**Initiative 9 (round 8)**: Calabaza De Peligro (@Cala | Foxbite)
```md
Calabaza De Peligro <34/59 HP> (AC 16)```
FV1 automatically removed from combat.","",""
"261302296103747584","Avrae#6944","2025-04-14T13:40:09.5310000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T13:42:25.7130000-07:00","Darias: <38/67 HP> (+12)","","👍 (1)"
"705249468928360609","eiger415","2025-04-14T13:50:26.5490000-07:00","> *The Catapulted stone slams into the blue lady's chest with a thunderous crack, shattering her icy form in a burst of jagged shards and shrieking wind. Her crystalline body spirals into the air before melting like glittering snow.*
> 
> *Ra'vek is underneath all of this and looks up just in time to see a faintly glowing pieve of jewelry fall from the sky - a necklace!  It's lands with a soft thunk in the snow, half-buried and waiting.*","",""
"705249468928360609","eiger415","2025-04-14T13:51:57.8080000-07:00","> *The shadowy air creature realizes the battle is lost and spins into a whirlwind, sending Darias flying sides - prone in mid-air.  It then flies straight up as it attempts to flee!*","",""
"261302296103747584","Avrae#6944","2025-04-14T15:51:39.2220000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T15:51:54.6250000-07:00","**Initiative 20 (round 9)**: FireGang (@Darias |JustJohn)
```md
Darias <38/67 HP> (AC 19) 
* Wildfire Spirit [59.7 minutes]
* Tasha's Hideous Laughter [8 rounds]  <C>
Cinder <11/25 HP> (AC 13) 
> Immunities: fire
# Summoned by Darias
* Summon Wildfire Spirit (Attack: Flame Seed; Action: Fiery Teleportation)```","",""
"353773001822437378","foxbitten","2025-04-14T15:52:26.1540000-07:00","*Cala curses up a storm as his hand crossbow misses across the expanse*","",""
"261302296103747584","Avrae#6944","2025-04-14T16:21:58.2370000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-14T16:24:17.1590000-07:00","*Darias stands up. He understands Cala's cursing in a deeply personal way. He breaths a short sigh of relief that Aillig downd the blue lady, she was causing havoc.

He looks almost straight up and tries to finish the cloudy air monster.*","",""
"261302296103747584","Avrae#6944","2025-04-14T16:24:38.6780000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T16:24:48.8220000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-14T16:26:31.2290000-07:00","*...no. NO! This one will not get away. His allies will probably down this creature but by the fire and the gods it will not get away.*","",""
"261302296103747584","Avrae#6944","2025-04-14T16:26:40.2270000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-14T16:27:25.4360000-07:00","*Darias moves and teleports 50' upwards. He can't catch it... but he can cast Eldritch Blast a really long distance...*","",""
"261302296103747584","Avrae#6944","2025-04-14T16:27:58.0410000-07:00","**Initiative 17 (round 9)**: Quinn (@Quinn | Pumpkin)
```md
Quinn <34/67 HP> (AC 16)```","",""
"261302296103747584","Avrae#6944","2025-04-14T16:33:57.0460000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T16:34:04.2620000-07:00","","","NekoF (1)"
"261302296103747584","Avrae#6944","2025-04-14T16:34:29.4740000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T16:34:36.2270000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-14T16:34:43.0190000-07:00","","","🎉 (1)"
"261302296103747584","Avrae#6944","2025-04-14T16:35:02.4570000-07:00","**Initiative 16 (round 9)**: Shadow (@Ra’vek | Eiger)
```md
Ra'vek <37/83 HP> (AC 17) 
> Resistances: poison
* Shadow Blade [4 rounds]  <C>
* Blade of Shadow [4 rounds] (Attack: Shadow Blade; Parent: Shadow Blade) 
 - When you use the sword to attack a target that is in dim light or darkness, you make the attack roll with advantage
 - You can use a bonus action to cause the sword to reappear in your hand
Klymok <19/21 HP> (AC 13) 
> Resistances: cold
> Immunities: fire, poison```","",""
