"SESSION_NUM","THREAD_MSG_NUM","LOCATION_NAME","CHARACTER_NAME","MESSAGE"
"20","8003910","South Island: Swamp (ENCOUNTER)","Ra","Ra attacks with a Dagger!  

Note:**To Hit**: 1d20 (2) + 7 = `9`
**Miss!**,
Note:Proficiency with a Dagger allows you to add your proficiency bonus to the attack roll for any attack you make with it.




---


This weapon has the following mastery property. To use this property, you must have a feature that lets you use it.


***Nick.*** When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn.,
Note:Once per turn, you can deal an extra 2d6 damage to one creature you hit with an attack if you have advantage on the attack roll."
"20","8003920","South Island: Swamp (ENCOUNTER)","Ra","Ra nicks with Short Sword  SM3: <Bloodied> (-12) 

Note:**To Hit**: 1d20 (8) + 7 = `15`
**Damage**: 2d8 (5, 7) + 4 + -4 
magical psychic = `12`,
Note:You weave together threads of shadow to create a sword of solidified gloom in your hand. This magic sword lasts until the spell ends. It counts as a simple melee weapon with which you are proficient. It deals 2d8 psychic damage on a hit and has the finesse, light, and thrown properties (range 20/60). In addition, when you use the sword to attack a target that is in dim light or darkness, you make the attack roll with advantage.

If you drop the weapon or throw it, it dissipates at the end of the turn. Thereafter, while the spell persists, you can use a bonus action to cause the sword to reappear in your hand."
"20","8003930","South Island: Swamp (ENCOUNTER)","Ra’vek","*Ra’vek see’s Kly taken and knows what’s coming. He yells,* “Meditate Kly, I shall see you soon.”

*With that Kly stops struggling, closes his eyes, and just breathes*"
"20","8003940","South Island: Swamp (ENCOUNTER)","Ra’vek","*Ra’vek then rushes forward hoping to curse the creatures ahead of him, but the creature was able to resist.  Surprised that the curse didn’t hold, Ra misses with his first strike.  Refocusing on the attack, his 2nd strike with the shadow blade connects.*"
"20","8003950","South Island: Swamp (ENCOUNTER)","Klymok","Klymok rolls for a Con saving throw **DC 14**
1d20 (18) + 1 = `19` Success!"
"20","8003960","South Island: Swamp (ENCOUNTER)","Dungeon Master","> *Kly manages to avoid getting crushed further by the creature he’s engulfed in, but he is carried farther away*"
"20","8003970","South Island: Swamp (ENCOUNTER)","Shambling Mound","A Shambling Mound attacks with a Slam!  Mina'Khor Delhin: <47/55 HP> (-6 HP) 

Note:**To Hit**: 2d20kh1 (19, ~~3~~) + 7 = `26`
**Damage**: (2d8 (5, 3) + 4 
bludgeoning) / 2 = `6`,
Note:*Melee Weapon Attack:* +7 to hit, reach 5 ft., one target. *Hit:* 13 (2d8 + 4) bludgeoning damage."
"20","8003980","South Island: Swamp (ENCOUNTER)","Shambling Mound","A Shambling Mound attacks with a Slam!  Mina'Khor Delhin: <39/55 HP> (-8 HP) 

Note:**To Hit**: 2d20kh1 (~~4~~, 11) + 7 = `18`
**Damage**: (2d8 (**8**, 4) + 4 
bludgeoning) / 2 = `8`,
Note:*Melee Weapon Attack:* +7 to hit, reach 5 ft., one target. *Hit:* 13 (2d8 + 4) bludgeoning damage."
"20","8003990","South Island: Swamp (ENCOUNTER)","Shambling Mound","A Shambling Mound attempts to Engulf!  

Note:**Effect**: Engulfed (Blinded, Restrained) (Attack Disadvantage),
Note:**Effect**: Engulfed Target (Crushing Stomach),
Note:The shambling mound engulfs a Medium or smaller creature grappled by it. The engulfed target is blinded, restrained, and unable to breathe, and it must succeed on a DC 14 Constitution saving throw at the start of each of the mound's turns or take 13 (2d8 + 4) bludgeoning damage. If the mound moves, the engulfed target moves with it. The mound can have only one creature engulfed at a time."
"20","8004000","South Island: Swamp (ENCOUNTER)","Dungeon Master","> *The relevant attacks by Mina have left her vulnerable and the creature takes advantage by slamming itself into her, completely engulfing Mina in the process.  It begins to walk away with its prey.*"
"20","8004010","South Island: Swamp (ENCOUNTER)","Aillig","Aillig MacCaird attacks with a Quarterstaff!  SM3: <Bloodied> (-4) 

Note:**To Hit**: 1d20 (19) + 3 = `22`
**Damage**: 1d6 (4) 
bludgeoning = `4`,
Note:Proficiency with a Quarterstaff allows you to add your proficiency bonus to the attack roll for any attack you make with it.




---


This weapon has the following mastery property. To use this property, you must have a feature that lets you use it.


***Topple.*** If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"20","8004020","South Island: Swamp (ENCOUNTER)","Aillig","*Aillig strikes out with his staff as the creature moves away*"
"20","8004030","South Island: Swamp (ENCOUNTER)","Dungeon Master","> *Caught by a side strike of Aillig’s staff, the creature turns to face him.*"
"20","8004040","South Island: Swamp (ENCOUNTER)","Mina'Khor","Mina'Khor Delhin uses Hill's Tumble (Hill Giant)!  

Note:**Effect**: Prone (Attack Disadvantage; Stand Up),
Note:When you hit a Large or smaller creature with an attack roll and deal damage to it, you can give it the Prone condition."
"20","8004050","South Island: Swamp (ENCOUNTER)","Mina'Khor","(wrong thing"
"20","8004060","South Island: Swamp (ENCOUNTER)","Mina'Khor","Mina'Khor Delhin uses Activate Large Form!  

Note:**Effect**: Large Form 
10.0 minutes (Check Advantage: Strength; Revert from Large),
Note:Once per Long Rest as a Bonus Action, you can change your size to Large for 10 minutes or until you end it. For that duration, you have Advantage on Strength checks, and your Speed increases by 10 ft.,
Note:〇 (-1)"
"20","8004070","South Island: Swamp (ENCOUNTER)","Mina'Khor","Mina'Khor Delhin recklessly attacks with a Glaive!  SM3: <Bloodied> (-8) 

Note:**__Attack 1__**
**To Hit**: 1d20 (7) + 7 = `14`
**Miss!**

**__Attack 2__**
**To Hit**: 1d20 (8) + 7 = `15`
**Damage**: 1d10 (2) + 4 + 2 
slashing = `8`

**__Total Damage__**: 8,
Note:Proficiency with a Glaive allows you to add your proficiency bonus to the attack roll for any attack you make with it.




---


This weapon has the following mastery property. To use this property, you must have a feature that lets you use it.


***Graze.*** If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier.,
Note:Melee attacks this turn have advantage. All attacks made against you until the start of your next turn have advantage."
"20","8004080","South Island: Swamp (ENCOUNTER)","Dungeon Master","Effect Engulfed (Blinded, Restrained) removed from Mina'Khor Delhin."
"20","8004090","South Island: Swamp (ENCOUNTER)","Mina'Khor","Mina'Khor Delhin recklessly attacks with a Glaive!  SM3: <Critical> (-13) 

Note:**To Hit**: 2d20kh1 (8, ~~5~~) + 7 = `15`
**Damage**: 1d10 (7) + 4 + 2 
slashing = `13`,
Note:Proficiency with a Glaive allows you to add your proficiency bonus to the attack roll for any attack you make with it.




---


This weapon has the following mastery property. To use this property, you must have a feature that lets you use it.


***Graze.*** If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier.,
Note:Melee attacks this turn have advantage. All attacks made against you until the start of your next turn have advantage."
"20","8004100","South Island: Swamp (ENCOUNTER)","Mina'Khor","Mina'Khor Delhin unleashes her Ancestral Protectors!  

Note:**Effect**: Ancestral Hinderance 
until start of Mina'Khor Delhin's next turn (Attack Disadvantage),
Note:While you’re raging, the first creature you hit with an attack on your turn becomes the target of the warriors, which hinder its attacks. Until the start of your next turn, that target has disadvantage on any attack roll that isn’t against you, and when the target hits a creature other than you with an attack, that creature has resistance to the damage dealt by the attack. The effect on the target ends early if your rage ends."
"20","8004110","South Island: Swamp (ENCOUNTER)","Mina'Khor","*Mina finds that she absolutely hates being swallowed by this monster. The inside is awful, squirming tendrilly mess that confines. Absolutely not. Mere moments after disappearing into it the others watch as it starts to expand and grow until from within bursts Mina, growing in size until she is as large as it is, her eyes blazing with the same amber light as the butterflies that flutter around her as runic markings appear all over her skin.*

*Bellowing something in giant she brings down her glaive to swipe and strike with feral ferocity, punishing the creature that would dare to trap her within its confines.*"
"20","8004120","South Island: Swamp (ENCOUNTER)","Dungeon Master","> *The wind continues to blow in the same direction.  Gentle rain has started back up which is helping to put out the fire*"
"20","8004130","South Island: Swamp (ENCOUNTER)","Quinn","Quinn attacks with a Longbow!  SM3: <Critical> (-10) 

Note:**To Hit**: 1d20 (13) + 9 = `22`
**Damage**: 1d8 (6) + 4 
piercing = `10`,
Note:Proficiency with a Longbow allows you to add your proficiency bonus to the attack roll for any attack you make with it.




---


This weapon has the following mastery property. To use this property, you must have a feature that lets you use it.


***Slow.*** If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn’t exceed 10 feet."
"20","8004140","South Island: Swamp (ENCOUNTER)","Quinn","Quinn uses Sneak Attack!  SM3: <Dead> (-6) 

Note:**Damage**: 1d6 (**6**) 
weapon = `6`,
Note:You know how to strike subtly and exploit a foe's distraction. Once per turn, you can deal an extra 1d6 damage to one creature you hit with an attack roll if you have Advantage on the roll and the attack uses a Finesse or a Ranged weapon. The extra damage's type is the same as the weapon's type.

You don't need Advantage on the attack roll if at least one of your allies is within 5 feet of the target, the ally doesn't have the Incapacitated condition, and you don't have Disadvantage on the attack roll."
"20","8004150","South Island: Swamp (ENCOUNTER)","Quinn","Quinn attacks with a Longbow!  SM2: <Bloodied> (-11) 

Note:**To Hit**: 1d20 (9) + 9 = `18`
**Damage**: 1d8 (7) + 4 
piercing = `11`,
Note:Proficiency with a Longbow allows you to add your proficiency bonus to the attack roll for any attack you make with it.




---


This weapon has the following mastery property. To use this property, you must have a feature that lets you use it.


***Slow.*** If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn’t exceed 10 feet."
"20","8004160","South Island: Swamp (ENCOUNTER)","Quinn","*Quinn takes a deep breath as she turns to the target her friends surround. With the creature distracted, she fires true, her arrow slicing through the vines and greenery, sounds of ripping and tearing echoing before it falls as a mass to the ground. Satisfied, she turns and flings another arrow towards the fleeing one, hearing it hit true.*"
"20","8004170","South Island: Swamp (ENCOUNTER)","Aillig","Aillig MacCaird casts Poison Spray!  SM2: <Bloodied> (-13) 

Note:**To Hit**: 1d20 (16) + 7 = `23`
**Damage**: 2d12 (7, 2) + 4 
magical poison = `13`,
Note:You spray toxic mist at a creature within range. Make a ranged spell attack against the target. On a hit, the target takes 1d12 Poison damage. Cantrip Upgrade. The damage increases by 1d12 when you reach levels 5 (2d12), 11 (3d12), and 17 (4d12).,
Note:Whenever you cast a spell using your alchemist's supplies as the spellcasting focus, you gain a bonus to one roll of the spell. That roll must restore hit points or be a damage roll that deals acid, fire, necrotic, or poison damage, and the bonus equals your Intelligence modifier (minimum of +1)."
"20","8004180","South Island: Swamp (ENCOUNTER)","Saba","Saba Ti casts Magic Missile!  SM2: <Bloodied> (-3)
SM2: <Bloodied> (-5)
SM2: <Bloodied> (-2)
SM2: <Bloodied> (-2)
SM2: <Bloodied> (-2) 

Note:**Darts**: 3 + 2 = `5`,
Note:**Damage**: 1d4 (2) + 1 
magical missile force = `3`,
Note:**Damage**: 1d4 (**4**) + 1 
magical missile force = `5`,
Note:**Damage**: 1d4 (**1**) + 1 
magical missile force = `2`,
Note:**Damage**: 1d4 (**1**) + 1 
magical missile force = `2`,
Note:**Damage**: 1d4 (**1**) + 1 
magical missile force = `2`,
Note:You create three glowing darts of magical force. Each dart strikes a creature of your choice that you can see within range. A dart deals 1d4 + 1 Force damage to its target. The darts all strike simultaneously, and you can direct them to hit one creature or several.,
Note:The spell creates one more dart for each spell slot level above 1.,
Note:`3` ◉◉〇 (-1)"
"20","8004190","South Island: Swamp (ENCOUNTER)","Saba","Saba Ti uses Fury of the Small!  SM2: <Bloodied> (-4) 

Note:**Damage**: 4 
fury = `4`,
Note:When you damage a creature with an attack or a spell and the creature's size is larger than yours, you can cause the attack or spell to deal extra damage to the creature. The extra damage equals your proficiency bonus.,
Note:〇〇〇〇 (-1)"
"20","8004200","South Island: Swamp (ENCOUNTER)","Saba","*Saba strides forward to stand beside Aillig, utterly done with this plant nonsense, and tosses missiles with a little funky twist added on at the end at the last plant creature*"
"20","8004210","South Island: Swamp (ENCOUNTER)","Imp","An Imp makes a Dexterity check! **DC 14**
1d20 (11) + 3 = `14`
>>> *Klymok - Escape Grapple* Success!"
"20","8004220","South Island: Swamp (ENCOUNTER)","Ra’vek","*After struggling for a few rounds, Kly manages to just break free from the shambling mound.  He doesn't dare move as hopes Ra'vek will come save him.*"
"20","8004230","South Island: Swamp (ENCOUNTER)","Ra","Misfortune Bringer **Ra** attemps to mark **SM2** with Evil Eye
Charisma Save: 1d20 (11) - 3 = `8`
Misfortune DC: 13
*fail*

You gain the ability to place a minor curse on others with a glance.
- As a bonus action on your turn, choose a creature you can see within 60 feet. The chosen creature must succeed on a Charisma saving throw against your misfortune save DC or be marked by your evil eye.
- While a creature is marked by your evil eye, you can use your Sneak Attack against the creature even if you don’t have advantage on the attack roll, but not if you have disadvantage on it.
- The creature remains marked by your evil eye for 1 minute or until you mark a different creature with your evil eye, whichever comes first."
"20","8004240","South Island: Swamp (ENCOUNTER)","Ra’vek","*With the creature in front of him slain, Ra'vek races forward just in time to see Kly narrowly escape.  With a snap of his fingers he pulls Kly into a pocket dimension and out of reach of the Shambling Mound.  He then stares down the creature and curses him with his evil eye.*  ""Die, you overgrown weed!"""
"20","8004250","South Island: Swamp (ENCOUNTER)","Dungeon Master","> *The creature flails around surprised to have lost it's prey.  And then barrels back into the frey (dash) to find another meal*"
"20","8004260","South Island: Swamp (ENCOUNTER)","Mina'Khor","Mina'Khor Delhin recklessly attacks with a Glaive!  SM2: <Critical> (-12)
SM2: <Critical> (-9) 

Note:**__Attack 1__**
**To Hit**: 2d20kh1 (16, ~~13~~) + 7 = `23`
**Damage**: 1d10 (6) + 4 + 2 
slashing = `12`

**__Attack 2__**
**To Hit**: 2d20kh1 (13, ~~8~~) + 7 = `20`
**Damage**: 1d10 (3) + 4 + 2 
slashing = `9`

**__Total Damage__**: 21,
Note:Proficiency with a Glaive allows you to add your proficiency bonus to the attack roll for any attack you make with it.




---


This weapon has the following mastery property. To use this property, you must have a feature that lets you use it.


***Graze.*** If your attack roll with this weapon misses a creature, you can deal damage to that creature equal to the ability modifier you used to make the attack roll. This damage is the same type dealt by the weapon, and the damage can be increased only by increasing the ability modifier.,
Note:Melee attacks this turn have advantage. All attacks made against you until the start of your next turn have advantage."
"20","8004270","South Island: Swamp (ENCOUNTER)","Mina'Khor","Mina'Khor Delhin recklessly attacks with a Pole Strike!  SM2: <Dead> (-10) 

Note:**To Hit**: 2d20kh1 (~~**1**~~, 11) + 7 = `18`
**Damage**: 1d4 (**4**) + 4 + 2 
bludgeoning = `10`,
Note:Immediately after you attack with a Quarterstaff, a Spear, or a weapon with the Heavy and Reach properties, you can use a Bonus Action to make a melee attack. This deals 1d4 Bludgeoning damage.,
Note:Melee attacks this turn have advantage. All attacks made against you until the start of your next turn have advantage."
"20","8004280","South Island: Swamp (ENCOUNTER)","Mina'Khor","*Mina goes barreling towards the remaining enemy with a roaring battle cry and slashes it to pieces with mighty blows, the large glaive looking suddenly so small in her large hands. But she wields it well, taking the creature to pieces with feral energy.*"
"21","8004290","South Island: Swamp","Dungeon Master","End Init"
"21","8004300","South Island: Swamp","Dungeon Master","> *And with Mina's reckless attacks she slices up the last shambling mound into pieces.  There are no immediate threats.*
> 
> *The rain has continued back up as the wind has died down... the fire in the trees is burning out while smoke lingers in the area.*"
"21","8004310","South Island: Swamp","Ra’vek","*Ra'vek snaps his fingers*  ""Oh, Kly - come back out and let's take a look at you.""

*Kly snaps back out of his pocket dimension near Ra'vek.  His wings tattered and twitching, eyes darting around expecting the worse, he wheezes out a guttural few words in common...* ""Hmm, yes, to fight the salad, the tiny one you send!""
*He flops onto the ground near some rocks with a huff, tail twitching.*  ""Big fire too, next time, throw on me... eh?!""

(You haven't seen this much of Kly show himself before outside of combat... let alone hear him speak)"
"21","8004320","South Island: Swamp","Saba","*Saba comes up to see Kly, face filled with curiosity. She breaks into a smile as she hears him speak of the salads they were fighting*
“Yes, tiny ones fight fireproof salad.”"
"21","8004330","South Island: Swamp","Saba","*She pricks her finger and sends health to Kly*"
"21","8004340","South Island: Swamp","Saba","Saba Ti casts Life Transference!  Saba Ti: 34/62 (-18 HP)
Kly: Dealt -36 damage! 

Note:**Damage**: 4d8 (3, 4, 7, 4) 
necrotic^ = `18`,
Note:**Healing**: -(18 * 2) 
magical heal = `-36`,
Note:You sacrifice some of your health to mend another creature's injuries. You take 4d8 necrotic damage, and one creature of your choice that you can see within range regains a number of hit points equal to twice the necrotic damage you take.,
Note:`3` ◉〇〇 (-1)"
"21","8004350","South Island: Swamp","Saba","*The goblin winces and bandages her hand*
“Fight good.”"
"21","8004360","South Island: Swamp","Ra’vek","*Klymok groans as his wounds knit themselves together, the lingering sting of pain vanishing. His bat-like wings flutter weakly, and he sits up, giving Saba a sidelong look with his glowing, mischievous eyes.*
""Trade pain for mine, you did. Wise, not sure it was. But grateful, I am. Little green hero, you are.""

*With that, he stretches his wings out and his tiny 2 foot tall frame takes flight.  He hovers briefly near Saba*  ""Replay, I will"" 

*And then he disappears into a tree (also back to invisible)*"
"21","8004370","South Island: Swamp","Ra’vek","""Thank you, Saba.  That is very kind.  Klymok rarely talks to others.  He's sure to like you now."" *Ra'vek nods in thanks*"
"21","8004380","South Island: Swamp","Mina'Khor","*Mina shakes her head rather savagely to break out of the fire of battle lust, thouugh her large size remains.*

""I never want to be inside anything like that again. Awful."" 

*She gags and then stomps on a bit of leftover mound.*

""Back to the ground you came from, awful thing."""
"21","8004390","South Island: Swamp","Saba","*The goblin blinks and bobs her head appreciatively* ""Help if can. Not always can."""
"21","8004400","South Island: Swamp","Saba","*Looking at the remaining bits of mound*
“Why angry salad not burn though? Sab- …I use fire a lot, this is troubling!”"
"21","8004410","South Island: Swamp","Aillig","“Indeed, those were most vexing vegetation.”"
"21","8004420","South Island: Swamp","Saba","*Still puzzled, the goblin puts the fire resistant plant in the back of her mind and shuffles to everyone else, one at a time*
“Anybody hurt?”"
"21","8004430","South Island: Swamp","Mina'Khor","*Mina shrugs.* 

“No clue. Never seen these before. Strange plants. Bad plants.”  

*She checks herself over at the question.* 

“A little. Nothing terrible.”"
"21","8004440","South Island: Swamp","Saba","*The little Goblin pricks her finger again*"
"21","8004450","South Island: Swamp","Saba","Saba Ti casts Life Transference!  Saba Ti: 53/68 (-15 HP)
Mina: Dealt -30 damage! 

Note:**Damage**: 4d8 (**1**, 2, **8**, 4) 
necrotic^ = `15`,
Note:**Healing**: -(15 * 2) 
magical heal = `-30`,
Note:You sacrifice some of your health to mend another creature's injuries. You take 4d8 necrotic damage, and one creature of your choice that you can see within range regains a number of hit points equal to twice the necrotic damage you take.,
Note:`3` ◉◉〇 (-1)"
"21","8004460","South Island: Swamp","Saba","Saba Ti casts Arcane Vigor!  Saba Ti: 57/68 (+4 HP) 

Note:**Healing**: -4 
magical heal = `-4`,
Note:You tap into your life force to heal yourself. Roll one or two of your unexpended Hit Point Dice, and regain a number of Hit Points equal to the roll's total plus your spellcasting ability modifier. Those dice are then expended.,
Note:`2` ◉◉〇 (-1)"
"21","8004470","South Island: Swamp","Saba","*She waves a little bit of light that seeps out of her finger at Mina*"
"21","8004480","South Island: Swamp","Saba","*Then she heals up her finger*"
"21","8004490","South Island: Swamp","Saba","""I think I go learn new spell....give heal potion if do right. Maybe see later?"""
"21","8004500","South Island: Swamp","Dungeon Master","This channel is not in combat."
"21","8004510","South Island: Swamp","Dungeon Master","> *The party takes a short rest while looking over bruises from the shambling mounds.  Strange creatures here in the swamp.*"
"21","8004520","South Island: Swamp","Dungeon Master","> *While the party rests, Saba has slipped off into the swamp.  Nobody's noticed...*
> 
> @Quinn [7] || Pumpkin ||As the adrenaline of the fight has worn off, you notice that your previously injured leg is throbbing.||"
"22","8004525","South Island: Swamp - Feligrinn's Home","Dungeon Master","New Scene"
"22","8004530","South Island: Swamp - Feligrinn's Home","Dungeon Master","> *Having rested the party continues deeper into the swamp.  It's closer to late afternoon at this point.*
> 
> *Towering cypress trees rise from the dark, murky water, their knotted roots forming natural bridges and small islands. Spanish moss drapes from the branches, creating an eerie, almost surreal curtain that sways gently in the breeze. The air is thick with humidity and the sound of frogs and cicadas fills the silence.*
> 
> *After a couple of hours of travel Quinn and Ra'vek notice something ahead.  There, nestled within the dense, murky heart of the swamp lies an old, abandoned caravan tilted awkwardly on a broken wheel. Vines creep up its faded wooden sides, and faint carvings of whimsical animals and swirling patterns are barely visible beneath layers of grime. The caravan’s once-bright paint has peeled away, leaving only faint hints of gold and emerald green.   Scattered outside are small, peculiar trinkets—a tiny wind chime made of bones and shells, a crude wooden stool, and a basket of dried herbs and flowers tied with a bright red ribbon.*

(What do you do?)"
"22","8004540","South Island: Swamp - Feligrinn's Home","Ra’vek","*Ra'vek will point out the caravan to the others.*"
"22","8004550","South Island: Swamp - Feligrinn's Home","Aillig","*Aillig pauses the consider the trinkets and to see if he can place what use they may have had*"
"22","8004560","South Island: Swamp - Feligrinn's Home","Quinn","*Quinn grits her teeth as she walks, small beads of sweat beginning to form at her brow. Her leg did not appreciate being walked on still, and when Ra'vek points out the abandoned caravan, she approaches it, taking a second to lean against one of the trees.* ""Why would someone leave these behind?"" *She asks, rubbing her leg as she looks over the neglected campsite.*"
"22","8004570","South Island: Swamp - Feligrinn's Home","Aillig","Aillig MacCaird makes a History check! 1d20 (4) + 7 = `11`"
"22","8004580","South Island: Swamp - Feligrinn's Home","Aillig","Aillig MacCaird makes an Arcana check! 1d20 (3) + 7 = `10`"
"22","8004590","South Island: Swamp - Feligrinn's Home","Quinn","Quinn makes a Perception check! 1d20 (**20**) + 7 = `27`"
"22","8004600","South Island: Swamp - Feligrinn's Home","Dungeon Master","> *Aillig tries to remember anything about caravans or trinkets from his historical and arcana studies that may apply here, but this is a foreign swamp to him and he mostly draws a blank. Someone clearly place them with purpose, but perhaps it was just for whimsy and charm.*"
"22","8004610","South Island: Swamp - Feligrinn's Home","Dungeon Master","> *Quinn focuses her attention on the scene while avoiding the nagging throb of her leg.*
> 
> *She notices the moss-covered structure is half-sunk into the soggy ground, leaning precariously against the gnarled roots of a massive willow tree. Despite its state of disrepair, the caravan exudes an undeniable charm.  It's then that she notices a faint, pleasant aroma of herbs and flowers lingers in the air, mingling oddly with the swamp’s earthy scent.  It's too fresh.*
> 
> *This isn't a neglected campsite, but someone's attempt into making this a home.*"
"22","8004620","South Island: Swamp - Feligrinn's Home","Quinn","""Huh."" *Quinn tilts her head, peering further at the caravan before noticing the smell in the air she didn't notice before. It was too new, especially when being surrounded by thick marshland.* ""Someone's been here recently... The flowers and herbs are fresh."" *She points to the basket where they were contained.* ""Either someone just found this caravan and is trying to rennovate it, or they've been here a while, and this is their wagon."""
"22","8004630","South Island: Swamp - Feligrinn's Home","Dungeon Master","> *As you examine the peculiar trinkets and dilapidated caravan, a rustle breaks the swamp’s eerie quiet.  A soft giggle echoes, followed by a sharp, playful voice.*
> “Ho there, strangers, snooping round my den! I hope you’ve not disturbed my treasures, for their spirits might not mend!”
> 
> *Emerging from behind a moss-covered tree is an albino fox, his coat gleaming white and his pink-red eyes dancing with mischief.*
> “Feligrinn am I, with eyes so sly, keeper of wonders beneath this swampy sky.”
> 
> *His head tilts as he studies each of you, his grin wide and knowing.*
> “Now tell me, travelers, why do you creep? Seeking aid, perhaps, or secrets to keep?”"
"22","8004640","South Island: Swamp - Feligrinn's Home","Quinn","*Quinn's eyes widen in curiosity as soon as the fox appeared, standing out with a pristine white coat among the dark greens and blues of the swamp. How did he keep his fur so clean? She needed his secrets...but probably not right this second. She looks around at her group, unsure of how to respond.* ""Well, um...I guess that depends on what they want. I think we all want something different, if you're offering."""
"22","8004650","South Island: Swamp - Feligrinn's Home","Aillig","“Yer goods we’ll not upset, fer spirits teh not offend. But knowing we’d love teh have, of the swamps and fens and lands.”"
"22","8004660","South Island: Swamp - Feligrinn's Home","Mina'Khor","*Mina has just been following the others quietly. More of a meat wall distraction than anything. When the fox appears she quirks a brow at it, trying to figure out if it was perhaps a fey wandering about this mortal land for some odd reason.*"
"22","8004670","South Island: Swamp - Feligrinn's Home","Aillig","Aillig MacCaird makes a Performance check! 1d20 (14) + 0 = `14`"
"22","8004680","South Island: Swamp - Feligrinn's Home","Dungeon Master","> ""Ah, a bard’s tongue in a wizard’s guise! Such words do charm the swamp’s own eyes."" 
> 
> *Feligrinn’s grin widens as he circles closer, his tail swishing with approval.* 
> ""Very well, my eloquent friend, ask of these lands, and I shall weave their secrets into your hands."""
"22","8004690","South Island: Swamp - Feligrinn's Home","Aillig","“Harsh traveling these lands portend, when life and limb one must defend. Is there a way you can inform, where easy passing is the norm?”"
"22","8004700","South Island: Swamp - Feligrinn's Home","Mina'Khor","*Proceeds to squint at it heavily*"
"22","8004710","South Island: Swamp - Feligrinn's Home","Mina'Khor","Mina'Khor Delhin makes an Insight check! 1d20 (**20**) + 1 = `21`"
"22","8004720","South Island: Swamp - Feligrinn's Home","Dungeon Master","> Feligrinn replies,
> ""The swamp is fickle, paths like shifting sand,
> No easy trails lie safe within this land.
> Where Oona's reach extends, the vines do snare,
> To tread too close is to invoke despair."""
"22","8004730","South Island: Swamp - Feligrinn's Home","Dungeon Master","> Mina notices as Feligrinn speaks that his normally playful demeanor falters for just a moment. His tail lowers slightly and his ears tilts back. There’s a flicker of unease in his bright pink eyes."
"22","8004740","South Island: Swamp - Feligrinn's Home","Mina'Khor","“What’s an Oona and why does she scare you?” 

*She asks, voice careful but gentle.*"
"22","8004750","South Island: Swamp - Feligrinn's Home","Dungeon Master","> *Feligrinn nods and slowly circles, gazing out toward the distant trees ... it sends a subtle tension through the party*
> ""A druid once, now lost to darkened woe,
> She dreams of fields where beasts and men won’t go.
> Her heart beats green, but twisted vines take root,
> A world of plants her grim and foul pursuit."""
"22","8004760","South Island: Swamp - Feligrinn's Home","Aillig","""Druid fallen to dreams of green, a threat to all the swamp has seen. Can we lend aid to save this fen? A threat to all does Oona portend."""
"22","8004770","South Island: Swamp - Feligrinn's Home","Dungeon Master","> *Feligrinn takes a step back, glancing at the ground, before lifting his gaze to the party with a flicker of hope.*
> 
> ""Your courage stirs this fox’s timid soul,
> Yet Oona’s end lies far beyond my role.
> Her strength is rooted deeper than my reach,
> Her lessons dark, beyond what I could teach.""
> 
> ""But there’s a matter nearer to my paw—
> A trinket stolen leaves me feeling raw.
> Return it, and perhaps a path we’ll see,
> To free these lands from her calamity.""
> 
> *At the mention of the trinket, his playful energy resurfaces for a moment—a quick dart of his tongue across his nose, his tail swishing nervously...*"
"22","8004780","South Island: Swamp - Feligrinn's Home","Mina'Khor","*Mina is spending far too much time trying to figure out how to say this in rhyme because Aillig is.*"
"22","8004790","South Island: Swamp - Feligrinn's Home","Aillig","“Tell us then your tale of woe, of taken thing not meant to go.  Give us the trail to be run down, that fox’s face no more may frown.”"
"22","8004800","South Island: Swamp - Feligrinn's Home","Mina'Khor","""I'm going to guess you've got this then? That's all a little much to me."" 

*She chuckles a bit nervously.*"
"22","8004810","South Island: Swamp - Feligrinn's Home","Aillig","*Aside to the others Aillig mutters under his breath,* “Never thought talking to a rhyming fox would be on my list of skills, but I think I do in fact got this, if we are willing to hear them out?”"
"22","8004820","South Island: Swamp - Feligrinn's Home","Dungeon Master","> *Feligrinn is clearly delighted to see such an equal in rhyme and pads right up to Aillig*
> ""Tis clear we are of the same, 
> tell me stranger what is your name?
> Then I shall gladly share,
> that which was so very unfair."""
"22","8004830","South Island: Swamp - Feligrinn's Home","Aillig","“Aillig am I called, for thus born. In land of rock gone, but not morn’d. MacCaird, self chosen, endith my naming. For by tinkering my life be framing. “"
